date,location,daily_vaccinations
4/30/21,Puerto Rico,27924
5/1/21,Puerto Rico,27552
5/2/21,Puerto Rico,28414
5/3/21,Puerto Rico,27963
5/4/21,Puerto Rico,27670
5/5/21,Puerto Rico,27318
5/6/21,Puerto Rico,27365
5/7/21,Puerto Rico,28292
5/8/21,Puerto Rico,30481
1/12/21,Republic of Palau,
1/13/21,Republic of Palau,309
1/14/21,Republic of Palau,175
1/15/21,Republic of Palau,234
1/16/21,Republic of Palau,225
1/17/21,Republic of Palau,220
1/18/21,Republic of Palau,217
1/19/21,Republic of Palau,214
1/20/21,Republic of Palau,179
1/21/21,Republic of Palau,234
1/22/21,Republic of Palau,184
1/23/21,Republic of Palau,195
1/24/21,Republic of Palau,218
1/25/21,Republic of Palau,190
1/26/21,Republic of Palau,162
1/27/21,Republic of Palau,152
1/28/21,Republic of Palau,95
1/29/21,Republic of Palau,98
1/30/21,Republic of Palau,61
1/31/21,Republic of Palau,9
2/1/21,Republic of Palau,9
2/2/21,Republic of Palau,18
2/3/21,Republic of Palau,26
2/4/21,Republic of Palau,23
2/5/21,Republic of Palau,39
2/6/21,Republic of Palau,36
2/7/21,Republic of Palau,51
2/8/21,Republic of Palau,51
2/9/21,Republic of Palau,42
2/10/21,Republic of Palau,43
2/11/21,Republic of Palau,86
2/12/21,Republic of Palau,73
2/13/21,Republic of Palau,122
2/14/21,Republic of Palau,122
2/15/21,Republic of Palau,147
2/16/21,Republic of Palau,173
2/17/21,Republic of Palau,212
2/18/21,Republic of Palau,212
2/19/21,Republic of Palau,265
2/20/21,Republic of Palau,259
2/21/21,Republic of Palau,285
2/22/21,Republic of Palau,259
2/23/21,Republic of Palau,342
2/24/21,Republic of Palau,295
2/25/21,Republic of Palau,400
2/26/21,Republic of Palau,345
2/27/21,Republic of Palau,303
2/28/21,Republic of Palau,267
3/1/21,Republic of Palau,267
3/2/21,Republic of Palau,159
3/3/21,Republic of Palau,159
3/4/21,Republic of Palau,11
3/5/21,Republic of Palau,6
3/6/21,Republic of Palau,6
3/7/21,Republic of Palau,0
3/8/21,Republic of Palau,0
3/9/21,Republic of Palau,0
3/10/21,Republic of Palau,57
3/11/21,Republic of Palau,102
3/12/21,Republic of Palau,144
3/13/21,Republic of Palau,216
3/14/21,Republic of Palau,216
3/15/21,Republic of Palau,216
3/16/21,Republic of Palau,287
3/17/21,Republic of Palau,306
3/18/21,Republic of Palau,294
3/19/21,Republic of Palau,330
3/20/21,Republic of Palau,301
3/21/21,Republic of Palau,301
3/22/21,Republic of Palau,307
3/23/21,Republic of Palau,293
3/24/21,Republic of Palau,274
3/25/21,Republic of Palau,331
3/26/21,Republic of Palau,262
3/27/21,Republic of Palau,219
3/28/21,Republic of Palau,225
3/29/21,Republic of Palau,220
3/30/21,Republic of Palau,162
3/31/21,Republic of Palau,105
4/1/21,Republic of Palau,15
4/2/21,Republic of Palau,14
4/3/21,Republic of Palau,14
4/4/21,Republic of Palau,7
4/5/21,Republic of Palau,7
4/6/21,Republic of Palau,8
4/7/21,Republic of Palau,8
4/8/21,Republic of Palau,53
4/9/21,Republic of Palau,88
4/10/21,Republic of Palau,88
4/11/21,Republic of Palau,158
4/12/21,Republic of Palau,221
4/13/21,Republic of Palau,293
4/14/21,Republic of Palau,368
4/15/21,Republic of Palau,322
4/16/21,Republic of Palau,357
4/17/21,Republic of Palau,357
4/18/21,Republic of Palau,287
4/19/21,Republic of Palau,224
4/20/21,Republic of Palau,151
4/21/21,Republic of Palau,134
4/22/21,Republic of Palau,193
4/23/21,Republic of Palau,187
4/24/21,Republic of Palau,263
4/25/21,Republic of Palau,395
4/26/21,Republic of Palau,395
4/27/21,Republic of Palau,399
4/28/21,Republic of Palau,393
4/29/21,Republic of Palau,373
4/30/21,Republic of Palau,329
5/1/21,Republic of Palau,274
5/2/21,Republic of Palau,142
5/3/21,Republic of Palau,142
5/4/21,Republic of Palau,154
5/5/21,Republic of Palau,108
5/6/21,Republic of Palau,69
5/7/21,Republic of Palau,65
5/8/21,Republic of Palau,44
1/12/21,Rhode Island,
1/13/21,Rhode Island,2460
1/14/21,Rhode Island,2652
1/15/21,Rhode Island,2660
1/16/21,Rhode Island,2403
1/17/21,Rhode Island,2249
1/18/21,Rhode Island,2147
1/19/21,Rhode Island,2073
1/20/21,Rhode Island,2084
1/21/21,Rhode Island,2020
1/22/21,Rhode Island,2061
1/23/21,Rhode Island,2010
1/24/21,Rhode Island,2393
1/25/21,Rhode Island,2567
1/26/21,Rhode Island,2598
1/27/21,Rhode Island,2810
1/28/21,Rhode Island,3018
1/29/21,Rhode Island,3090
1/30/21,Rhode Island,3549
1/31/21,Rhode Island,3373
2/1/21,Rhode Island,3403
2/2/21,Rhode Island,3897
2/3/21,Rhode Island,3599
2/4/21,Rhode Island,3391
2/5/21,Rhode Island,3335
2/6/21,Rhode Island,3391
2/7/21,Rhode Island,3699
2/8/21,Rhode Island,3749
2/9/21,Rhode Island,3220
2/10/21,Rhode Island,3355
2/11/21,Rhode Island,3436
2/12/21,Rhode Island,3566
2/13/21,Rhode Island,3582
2/14/21,Rhode Island,3441
2/15/21,Rhode Island,3372
2/16/21,Rhode Island,3563
2/17/21,Rhode Island,3782
2/18/21,Rhode Island,4571
2/19/21,Rhode Island,7116
2/20/21,Rhode Island,7713
2/21/21,Rhode Island,8210
2/22/21,Rhode Island,8850
2/23/21,Rhode Island,9234
2/24/21,Rhode Island,9580
2/25/21,Rhode Island,9538
2/26/21,Rhode Island,7595
2/27/21,Rhode Island,7816
2/28/21,Rhode Island,8304
3/1/21,Rhode Island,9068
3/2/21,Rhode Island,9163
3/3/21,Rhode Island,9181
3/4/21,Rhode Island,9181
3/5/21,Rhode Island,9377
3/6/21,Rhode Island,9240
3/7/21,Rhode Island,8945
3/8/21,Rhode Island,8174
3/9/21,Rhode Island,8258
3/10/21,Rhode Island,8319
3/11/21,Rhode Island,8574
3/12/21,Rhode Island,8425
3/13/21,Rhode Island,8162
3/14/21,Rhode Island,7832
3/15/21,Rhode Island,8813
3/16/21,Rhode Island,9034
3/17/21,Rhode Island,8864
3/18/21,Rhode Island,8677
3/19/21,Rhode Island,9414
3/20/21,Rhode Island,10437
3/21/21,Rhode Island,11485
3/22/21,Rhode Island,11541
3/23/21,Rhode Island,11886
3/24/21,Rhode Island,12143
3/25/21,Rhode Island,12251
3/26/21,Rhode Island,11671
3/27/21,Rhode Island,10680
3/28/21,Rhode Island,10214
3/29/21,Rhode Island,9890
3/30/21,Rhode Island,10387
3/31/21,Rhode Island,10163
4/1/21,Rhode Island,9863
4/2/21,Rhode Island,10945
4/3/21,Rhode Island,11564
4/4/21,Rhode Island,12174
4/5/21,Rhode Island,12590
4/6/21,Rhode Island,12646
4/7/21,Rhode Island,12804
4/8/21,Rhode Island,13191
4/9/21,Rhode Island,11933
4/10/21,Rhode Island,12049
4/11/21,Rhode Island,12187
4/12/21,Rhode Island,11832
4/13/21,Rhode Island,12299
4/14/21,Rhode Island,12045
4/15/21,Rhode Island,11917
4/16/21,Rhode Island,12605
4/17/21,Rhode Island,12017
4/18/21,Rhode Island,11353
4/19/21,Rhode Island,11191
4/20/21,Rhode Island,10560
4/21/21,Rhode Island,10643
4/22/21,Rhode Island,10943
4/23/21,Rhode Island,10478
4/24/21,Rhode Island,11461
4/25/21,Rhode Island,11859
4/26/21,Rhode Island,12050
4/27/21,Rhode Island,12113
4/28/21,Rhode Island,12207
4/29/21,Rhode Island,11439
4/30/21,Rhode Island,12043
5/1/21,Rhode Island,11450
5/2/21,Rhode Island,10801
5/3/21,Rhode Island,9800
5/4/21,Rhode Island,8766
5/5/21,Rhode Island,8323
5/6/21,Rhode Island,8407
5/7/21,Rhode Island,7902
5/8/21,Rhode Island,7455
1/12/21,South Carolina,
1/13/21,South Carolina,18812
1/14/21,South Carolina,17390
1/15/21,South Carolina,13587
1/16/21,South Carolina,14274
1/17/21,South Carolina,14686
1/18/21,South Carolina,14961
1/19/21,South Carolina,15157
1/20/21,South Carolina,13246
1/21/21,South Carolina,13397
1/22/21,South Carolina,15309
1/23/21,South Carolina,15855
1/24/21,South Carolina,17756
1/25/21,South Carolina,19501
1/26/21,South Carolina,18577
1/27/21,South Carolina,19197
1/28/21,South Carolina,21474
1/29/21,South Carolina,22308
1/30/21,South Carolina,22672
1/31/21,South Carolina,22964
2/1/21,South Carolina,22200
2/2/21,South Carolina,21926
2/3/21,South Carolina,21745
2/4/21,South Carolina,19641
2/5/21,South Carolina,19105
2/6/21,South Carolina,19288
2/7/21,South Carolina,18482
2/8/21,South Carolina,17563
2/9/21,South Carolina,16428
2/10/21,South Carolina,18409
2/11/21,South Carolina,18723
2/12/21,South Carolina,18640
2/13/21,South Carolina,18852
2/14/21,South Carolina,19324
2/15/21,South Carolina,19377
2/16/21,South Carolina,21826
2/17/21,South Carolina,21051
2/18/21,South Carolina,21374
2/19/21,South Carolina,28383
2/20/21,South Carolina,29276
2/21/21,South Carolina,29498
2/22/21,South Carolina,30180
2/23/21,South Carolina,28951
2/24/21,South Carolina,31183
2/25/21,South Carolina,31394
2/26/21,South Carolina,25323
2/27/21,South Carolina,25456
2/28/21,South Carolina,25126
3/1/21,South Carolina,26318
3/2/21,South Carolina,25988
3/3/21,South Carolina,25214
3/4/21,South Carolina,29268
3/5/21,South Carolina,29580
3/6/21,South Carolina,32372
3/7/21,South Carolina,37254
3/8/21,South Carolina,37671
3/9/21,South Carolina,39188
3/10/21,South Carolina,38974
3/11/21,South Carolina,36988
3/12/21,South Carolina,37286
3/13/21,South Carolina,42704
3/14/21,South Carolina,33739
3/15/21,South Carolina,34049
3/16/21,South Carolina,32823
3/17/21,South Carolina,32287
3/18/21,South Carolina,32077
3/19/21,South Carolina,32890
3/20/21,South Carolina,23144
3/21/21,South Carolina,29971
3/22/21,South Carolina,30873
3/23/21,South Carolina,31570
3/24/21,South Carolina,34354
3/25/21,South Carolina,34308
3/26/21,South Carolina,35166
3/27/21,South Carolina,38867
3/28/21,South Carolina,39026
3/29/21,South Carolina,39172
3/30/21,South Carolina,39475
3/31/21,South Carolina,37281
4/1/21,South Carolina,37873
4/2/21,South Carolina,39066
4/3/21,South Carolina,32412
4/4/21,South Carolina,34131
4/5/21,South Carolina,31363
4/6/21,South Carolina,31075
4/7/21,South Carolina,33071
4/8/21,South Carolina,42821
4/9/21,South Carolina,42327
4/10/21,South Carolina,49565
4/11/21,South Carolina,49757
4/12/21,South Carolina,52247
4/13/21,South Carolina,52256
4/14/21,South Carolina,50404
4/15/21,South Carolina,40594
4/16/21,South Carolina,40023
4/17/21,South Carolina,39252
4/18/21,South Carolina,36420
4/19/21,South Carolina,36181
4/20/21,South Carolina,36471
4/21/21,South Carolina,35666
4/22/21,South Carolina,30060
4/23/21,South Carolina,28852
4/24/21,South Carolina,27458
4/25/21,South Carolina,26557
4/26/21,South Carolina,23346
4/27/21,South Carolina,28593
4/28/21,South Carolina,28360
4/29/21,South Carolina,31861
4/30/21,South Carolina,31444
5/1/21,South Carolina,30717
5/2/21,South Carolina,29209
5/3/21,South Carolina,29125
5/4/21,South Carolina,21975
5/5/21,South Carolina,20895
5/6/21,South Carolina,21308
5/7/21,South Carolina,21131
5/8/21,South Carolina,20035
1/12/21,South Dakota,
1/13/21,South Dakota,2014
1/14/21,South Dakota,2793
1/15/21,South Dakota,2802
1/16/21,South Dakota,2352
1/17/21,South Dakota,2082
1/18/21,South Dakota,1902
1/19/21,South Dakota,1774
1/20/21,South Dakota,1687
1/21/21,South Dakota,1585
1/22/21,South Dakota,1934
1/23/21,South Dakota,2728
1/24/21,South Dakota,3048
1/25/21,South Dakota,3200
1/26/21,South Dakota,3101
1/27/21,South Dakota,3495
1/28/21,South Dakota,3771
1/29/21,South Dakota,3798
1/30/21,South Dakota,3664
1/31/21,South Dakota,3646
2/1/21,South Dakota,3596
2/2/21,South Dakota,3597
2/3/21,South Dakota,3426
2/4/21,South Dakota,3414
2/5/21,South Dakota,3480
2/6/21,South Dakota,3535
2/7/21,South Dakota,3640
2/8/21,South Dakota,3626
2/9/21,South Dakota,3604
2/10/21,South Dakota,3639
2/11/21,South Dakota,3722
2/12/21,South Dakota,3868
2/13/21,South Dakota,3919
2/14/21,South Dakota,4112
2/15/21,South Dakota,4069
2/16/21,South Dakota,4236
2/17/21,South Dakota,4204
2/18/21,South Dakota,4206
2/19/21,South Dakota,9933
2/20/21,South Dakota,10117
2/21/21,South Dakota,10357
2/22/21,South Dakota,10630
2/23/21,South Dakota,10621
2/24/21,South Dakota,10978
2/25/21,South Dakota,11292
2/26/21,South Dakota,5908
2/27/21,South Dakota,6206
2/28/21,South Dakota,6509
3/1/21,South Dakota,6587
3/2/21,South Dakota,6478
3/3/21,South Dakota,6421
3/4/21,South Dakota,6364
3/5/21,South Dakota,6404
3/6/21,South Dakota,6470
3/7/21,South Dakota,6382
3/8/21,South Dakota,6314
3/9/21,South Dakota,6313
3/10/21,South Dakota,6343
3/11/21,South Dakota,6400
3/12/21,South Dakota,6376
3/13/21,South Dakota,6584
3/14/21,South Dakota,7158
3/15/21,South Dakota,7462
3/16/21,South Dakota,7593
3/17/21,South Dakota,7561
3/18/21,South Dakota,7633
3/19/21,South Dakota,7771
3/20/21,South Dakota,7684
3/21/21,South Dakota,7392
3/22/21,South Dakota,7082
3/23/21,South Dakota,7016
3/24/21,South Dakota,7329
3/25/21,South Dakota,7450
3/26/21,South Dakota,7666
3/27/21,South Dakota,8172
3/28/21,South Dakota,8244
3/29/21,South Dakota,8567
3/30/21,South Dakota,8643
3/31/21,South Dakota,8616
4/1/21,South Dakota,8563
4/2/21,South Dakota,8334
4/3/21,South Dakota,8319
4/4/21,South Dakota,8200
4/5/21,South Dakota,7912
4/6/21,South Dakota,7812
4/7/21,South Dakota,7690
4/8/21,South Dakota,7883
4/9/21,South Dakota,7961
4/10/21,South Dakota,7761
4/11/21,South Dakota,7788
4/12/21,South Dakota,7783
4/13/21,South Dakota,7829
4/14/21,South Dakota,7642
4/15/21,South Dakota,7354
4/16/21,South Dakota,6960
4/17/21,South Dakota,6214
4/18/21,South Dakota,5888
4/19/21,South Dakota,5851
4/20/21,South Dakota,5827
4/21/21,South Dakota,5688
4/22/21,South Dakota,5552
4/23/21,South Dakota,5842
4/24/21,South Dakota,5939
4/25/21,South Dakota,5888
4/26/21,South Dakota,5880
4/27/21,South Dakota,5867
4/28/21,South Dakota,5902
4/29/21,South Dakota,5899
4/30/21,South Dakota,5491
5/1/21,South Dakota,5923
5/2/21,South Dakota,4913
5/3/21,South Dakota,4493
5/4/21,South Dakota,4712
5/5/21,South Dakota,4449
5/6/21,South Dakota,4059
5/7/21,South Dakota,3614
5/8/21,South Dakota,2942
1/12/21,Tennessee,
1/13/21,Tennessee,13456
1/14/21,Tennessee,6728
1/15/21,Tennessee,17360
1/16/21,Tennessee,16050
1/17/21,Tennessee,15264
1/18/21,Tennessee,14740
1/19/21,Tennessee,14365
1/20/21,Tennessee,13403
1/21/21,Tennessee,15851
1/22/21,Tennessee,14037
1/23/21,Tennessee,15528
1/24/21,Tennessee,17781
1/25/21,Tennessee,17565
1/26/21,Tennessee,16589
1/27/21,Tennessee,18443
1/28/21,Tennessee,19197
1/29/21,Tennessee,20618
1/30/21,Tennessee,21427
1/31/21,Tennessee,22453
2/1/21,Tennessee,23609
2/2/21,Tennessee,23422
2/3/21,Tennessee,24312
2/4/21,Tennessee,24885
2/5/21,Tennessee,24652
2/6/21,Tennessee,25451
2/7/21,Tennessee,25973
2/8/21,Tennessee,25401
2/9/21,Tennessee,25742
2/10/21,Tennessee,25981
2/11/21,Tennessee,26016
2/12/21,Tennessee,26161
2/13/21,Tennessee,24927
2/14/21,Tennessee,25152
2/15/21,Tennessee,24902
2/16/21,Tennessee,25844
2/17/21,Tennessee,22833
2/18/21,Tennessee,21143
2/19/21,Tennessee,25995
2/20/21,Tennessee,24434
2/21/21,Tennessee,21434
2/22/21,Tennessee,21542
2/23/21,Tennessee,20978
2/24/21,Tennessee,25211
2/25/21,Tennessee,27973
2/26/21,Tennessee,24822
2/27/21,Tennessee,29100
2/28/21,Tennessee,34609
3/1/21,Tennessee,37689
3/2/21,Tennessee,37967
3/3/21,Tennessee,39929
3/4/21,Tennessee,40345
3/5/21,Tennessee,40442
3/6/21,Tennessee,39889
3/7/21,Tennessee,39317
3/8/21,Tennessee,37799
3/9/21,Tennessee,37434
3/10/21,Tennessee,36573
3/11/21,Tennessee,37837
3/12/21,Tennessee,38803
3/13/21,Tennessee,40729
3/14/21,Tennessee,40964
3/15/21,Tennessee,41875
3/16/21,Tennessee,41859
3/17/21,Tennessee,42292
3/18/21,Tennessee,42438
3/19/21,Tennessee,40257
3/20/21,Tennessee,39428
3/21/21,Tennessee,39601
3/22/21,Tennessee,39909
3/23/21,Tennessee,40768
3/24/21,Tennessee,41431
3/25/21,Tennessee,42730
3/26/21,Tennessee,46101
3/27/21,Tennessee,47993
3/28/21,Tennessee,49545
3/29/21,Tennessee,50044
3/30/21,Tennessee,50043
3/31/21,Tennessee,51106
4/1/21,Tennessee,53114
4/2/21,Tennessee,53294
4/3/21,Tennessee,55152
4/4/21,Tennessee,51377
4/5/21,Tennessee,49554
4/6/21,Tennessee,48357
4/7/21,Tennessee,47661
4/8/21,Tennessee,47562
4/9/21,Tennessee,47574
4/10/21,Tennessee,46515
4/11/21,Tennessee,50008
4/12/21,Tennessee,51065
4/13/21,Tennessee,52064
4/14/21,Tennessee,47404
4/15/21,Tennessee,46278
4/16/21,Tennessee,46105
4/17/21,Tennessee,44570
4/18/21,Tennessee,43957
4/19/21,Tennessee,42471
4/20/21,Tennessee,42620
4/21/21,Tennessee,46225
4/22/21,Tennessee,45368
4/23/21,Tennessee,43777
4/24/21,Tennessee,43104
4/25/21,Tennessee,41782
4/26/21,Tennessee,41905
4/27/21,Tennessee,41649
4/28/21,Tennessee,40147
4/29/21,Tennessee,38419
4/30/21,Tennessee,36818
5/1/21,Tennessee,35997
5/2/21,Tennessee,34286
5/3/21,Tennessee,33223
5/4/21,Tennessee,32466
5/5/21,Tennessee,32179
5/6/21,Tennessee,33637
5/7/21,Tennessee,35827
5/8/21,Tennessee,35911
1/12/21,Texas,
1/13/21,Texas,66581
1/14/21,Texas,66082
1/15/21,Texas,82927
1/16/21,Texas,77429
1/17/21,Texas,74131
1/18/21,Texas,71932
1/19/21,Texas,70361
1/20/21,Texas,70529
1/21/21,Texas,71561
1/22/21,Texas,69220
1/23/21,Texas,72384
1/24/21,Texas,68740
1/25/21,Texas,65851
1/26/21,Texas,73415
1/27/21,Texas,71804
1/28/21,Texas,80351
1/29/21,Texas,82155
1/30/21,Texas,87541
1/31/21,Texas,92226
2/1/21,Texas,98889
2/2/21,Texas,82619
2/3/21,Texas,96932
2/4/21,Texas,99765
2/5/21,Texas,101557
2/6/21,Texas,109611
2/7/21,Texas,119680
2/8/21,Texas,117976
2/9/21,Texas,134278
2/10/21,Texas,130817
2/11/21,Texas,129014
2/12/21,Texas,134688
2/13/21,Texas,128579
2/14/21,Texas,126730
2/15/21,Texas,124715
2/16/21,Texas,117172
2/17/21,Texas,106240
2/18/21,Texas,89324
2/19/21,Texas,95577
2/20/21,Texas,86673
2/21/21,Texas,77160
2/22/21,Texas,73731
2/23/21,Texas,77700
2/24/21,Texas,87380
2/25/21,Texas,110504
2/26/21,Texas,104351
2/27/21,Texas,111466
2/28/21,Texas,127535
3/1/21,Texas,123045
3/2/21,Texas,165192
3/3/21,Texas,181084
3/4/21,Texas,181691
3/5/21,Texas,188300
3/6/21,Texas,204902
3/7/21,Texas,195936
3/8/21,Texas,214144
3/9/21,Texas,191891
3/10/21,Texas,191158
3/11/21,Texas,193081
3/12/21,Texas,202045
3/13/21,Texas,204566
3/14/21,Texas,211968
3/15/21,Texas,210881
3/16/21,Texas,194431
3/17/21,Texas,188675
3/18/21,Texas,189196
3/19/21,Texas,175980
3/20/21,Texas,166754
3/21/21,Texas,169989
3/22/21,Texas,169542
3/23/21,Texas,169185
3/24/21,Texas,141602
3/25/21,Texas,154083
3/26/21,Texas,169081
3/27/21,Texas,181735
3/28/21,Texas,190014
3/29/21,Texas,199393
3/30/21,Texas,216020
3/31/21,Texas,251786
4/1/21,Texas,259622
4/2/21,Texas,271028
4/3/21,Texas,266353
4/4/21,Texas,266611
4/5/21,Texas,276433
4/6/21,Texas,277198
4/7/21,Texas,275615
4/8/21,Texas,267858
4/9/21,Texas,271656
4/10/21,Texas,302975
4/11/21,Texas,307347
4/12/21,Texas,298070
4/13/21,Texas,292239
4/14/21,Texas,296675
4/15/21,Texas,295997
4/16/21,Texas,278320
4/17/21,Texas,247603
4/18/21,Texas,225630
4/19/21,Texas,227626
4/20/21,Texas,218188
4/21/21,Texas,207936
4/22/21,Texas,201380
4/23/21,Texas,196535
4/24/21,Texas,194714
4/25/21,Texas,205715
4/26/21,Texas,192661
4/27/21,Texas,192552
4/28/21,Texas,189987
4/29/21,Texas,187797
4/30/21,Texas,191712
5/1/21,Texas,186869
5/2/21,Texas,175147
5/3/21,Texas,168987
5/4/21,Texas,161661
5/5/21,Texas,160608
5/6/21,Texas,152584
5/7/21,Texas,142723
5/8/21,Texas,138610
12/20/20,United States,
12/21/20,United States,57909
12/22/20,United States,127432
12/23/20,United States,150606
12/24/20,United States,191001
12/25/20,United States,215238
12/26/20,United States,231396
12/27/20,United States,211379
12/28/20,United States,216147
12/29/20,United States,235685
12/30/20,United States,255223
12/31/20,United States,278776
1/1/21,United States,302329
1/2/21,United States,325882
1/3/21,United States,336949
1/4/21,United States,348017
1/5/21,United States,339372
1/6/21,United States,358887
1/7/21,United States,378253
1/8/21,United States,419933
1/9/21,United States,461263
1/10/21,United States,546636
1/11/21,United States,632009
1/12/21,United States,641524
1/13/21,United States,710238
1/14/21,United States,747082
1/15/21,United States,798707
1/16/21,United States,811670
1/17/21,United States,824632
1/18/21,United States,837595
1/19/21,United States,911493
1/20/21,United States,892403
1/21/21,United States,913912
1/22/21,United States,975540
1/23/21,United States,1057387
1/24/21,United States,1122182
1/25/21,United States,1126251
1/26/21,United States,1119058
1/27/21,United States,1161050
1/28/21,United States,1235330
1/29/21,United States,1253815
1/30/21,United States,1291416
1/31/21,United States,1324949
2/1/21,United States,1355451
2/2/21,United States,1319981
2/3/21,United States,1317946
2/4/21,United States,1287147
2/5/21,United States,1276364
2/6/21,United States,1351437
2/7/21,United States,1441091
2/8/21,United States,1456459
2/9/21,United States,1489333
2/10/21,United States,1555959
2/11/21,United States,1598080
2/12/21,United States,1655907
2/13/21,United States,1657703
2/14/21,United States,1667631
2/15/21,United States,1662106
2/16/21,United States,1716311
2/17/21,United States,1644551
2/18/21,United States,1621071
2/19/21,United States,1596355
2/20/21,United States,1521088
2/21/21,United States,1458040
2/22/21,United States,1446445
2/23/21,United States,1401674
2/24/21,United States,1454731
2/25/21,United States,1505193
2/26/21,United States,1552717
2/27/21,United States,1645240
2/28/21,United States,1735053
3/1/21,United States,1817502
3/2/21,United States,1942788
3/3/21,United States,2010790
3/4/21,United States,2042676
3/5/21,United States,2079147
3/6/21,United States,2158020
3/7/21,United States,2159392
3/8/21,United States,2169981
3/9/21,United States,2151571
3/10/21,United States,2168688
3/11/21,United States,2233006
3/12/21,United States,2302844
3/13/21,United States,2541597
3/14/21,United States,2386932
3/15/21,United States,2427430
3/16/21,United States,2435037
3/17/21,United States,2473762
3/18/21,United States,2503731
3/19/21,United States,2455116
3/20/21,United States,2248285
3/21/21,United States,2488734
3/22/21,United States,2489697
3/23/21,United States,2497025
3/24/21,United States,2490889
3/25/21,United States,2510755
3/26/21,United States,2624410
3/27/21,United States,2677034
3/28/21,United States,2711611
3/29/21,United States,2757586
3/30/21,United States,2769331
3/31/21,United States,2828491
4/1/21,United States,2903730
4/2/21,United States,2988825
4/3/21,United States,3072527
4/4/21,United States,3084436
4/5/21,United States,3053566
4/6/21,United States,2998533
4/7/21,United States,3029052
4/8/21,United States,3035473
4/9/21,United States,3033045
4/10/21,United States,3111327
4/11/21,United States,3141912
4/12/21,United States,3214893
4/13/21,United States,3384387
4/14/21,United States,3330740
4/15/21,United States,3348189
4/16/21,United States,3349306
4/17/21,United States,3200601
4/18/21,United States,3194240
4/19/21,United States,3127038
4/20/21,United States,3015065
4/21/21,United States,3022868
4/22/21,United States,2947229
4/23/21,United States,2862758
4/24/21,United States,2824078
4/25/21,United States,2750656
4/26/21,United States,2741021
4/27/21,United States,2717062
4/28/21,United States,2669644
4/29/21,United States,2630407
4/30/21,United States,2548207
5/1/21,United States,2546144
5/2/21,United States,2418580
5/3/21,United States,2287393
5/4/21,United States,2194483
5/5/21,United States,2132487
5/6/21,United States,2087608
5/7/21,United States,2088522
5/8/21,United States,1983391
1/12/21,Utah,
1/13/21,Utah,8811
1/14/21,Utah,10080
1/15/21,Utah,10995
1/16/21,Utah,10433
1/17/21,Utah,10096
1/18/21,Utah,9872
1/19/21,Utah,9711
1/20/21,Utah,11108
1/21/21,Utah,10599
1/22/21,Utah,10646
1/23/21,Utah,9396
1/24/21,Utah,8146
1/25/21,Utah,10650
1/26/21,Utah,9602
1/27/21,Utah,8288
1/28/21,Utah,7176
1/29/21,Utah,9771
1/30/21,Utah,11967
1/31/21,Utah,11967
2/1/21,Utah,13432
2/2/21,Utah,13460
2/3/21,Utah,12118
2/4/21,Utah,16237
2/5/21,Utah,15053
2/6/21,Utah,16255
2/7/21,Utah,16255
2/8/21,Utah,26228
2/9/21,Utah,26519
2/10/21,Utah,26519
2/11/21,Utah,22400
2/12/21,Utah,19110
2/13/21,Utah,15712
2/14/21,Utah,15712
2/15/21,Utah,2117
2/16/21,Utah,3195
2/17/21,Utah,3195
2/18/21,Utah,5925
2/19/21,Utah,10626
2/20/21,Utah,14258
2/21/21,Utah,14330
2/22/21,Utah,12775
2/23/21,Utah,11202
2/24/21,Utah,13791
2/25/21,Utah,15753
2/26/21,Utah,11132
2/27/21,Utah,11115
2/28/21,Utah,11132
3/1/21,Utah,11090
3/2/21,Utah,15893
3/3/21,Utah,16677
3/4/21,Utah,12054
3/5/21,Utah,19168
3/6/21,Utah,20651
3/7/21,Utah,20666
3/8/21,Utah,20744
3/9/21,Utah,22533
3/10/21,Utah,22455
3/11/21,Utah,22481
3/12/21,Utah,21233
3/13/21,Utah,20756
3/14/21,Utah,24904
3/15/21,Utah,24981
3/16/21,Utah,21514
3/17/21,Utah,21321
3/18/21,Utah,23713
3/19/21,Utah,17836
3/20/21,Utah,13321
3/21/21,Utah,18551
3/22/21,Utah,18418
3/23/21,Utah,17887
3/24/21,Utah,18045
3/25/21,Utah,20569
3/26/21,Utah,20557
3/27/21,Utah,29228
3/28/21,Utah,19825
3/29/21,Utah,19812
3/30/21,Utah,24488
3/31/21,Utah,21261
4/1/21,Utah,23888
4/2/21,Utah,23873
4/3/21,Utah,27210
4/4/21,Utah,27210
4/5/21,Utah,31799
4/6/21,Utah,27333
4/7/21,Utah,30872
4/8/21,Utah,27485
4/9/21,Utah,33365
4/10/21,Utah,28023
4/11/21,Utah,28016
4/12/21,Utah,23532
4/13/21,Utah,29635
4/14/21,Utah,30312
4/15/21,Utah,30139
4/16/21,Utah,28867
4/17/21,Utah,29835
4/18/21,Utah,29790
4/19/21,Utah,36389
4/20/21,Utah,27457
4/21/21,Utah,25933
4/22/21,Utah,26634
4/23/21,Utah,26964
4/24/21,Utah,23473
4/25/21,Utah,23489
4/26/21,Utah,16779
4/27/21,Utah,21504
4/28/21,Utah,22257
4/29/21,Utah,20761
4/30/21,Utah,15806
5/1/21,Utah,18899
5/2/21,Utah,18893
5/3/21,Utah,18900
5/4/21,Utah,18893
5/5/21,Utah,18897
5/6/21,Utah,18155
5/7/21,Utah,18144
5/8/21,Utah,13677
1/12/21,Vermont,
